Open Time,Open,High,Low,Close,Volume,sma200,ema20,Position,tp,sl
2022-09-06 10:00:00,1658.4,1678.58,1652.82,1668.49,46159.3406,1579.1038,1613.2372617987264,1,1597.99,1595.99
2022-09-06 12:00:00,1668.48,1687.4,1638.8,1649.23,99071.4304,1579.5042,1616.6651416276284,1,1597.99,1595.99
2022-09-06 14:00:00,1649.24,1674.0,1633.31,1669.85,95248.7125,1579.9732499999998,1621.7303662348004,1,1597.99,1595.99
2022-09-06 16:00:00,1669.85,1674.71,1569.07,1587.8,190693.3885,1579.9397999999999,1618.4989027837055,1,1597.99,1595.99
2022-09-06 18:00:00,1587.8,1592.69,1562.5,1576.67,85571.4969,1579.8953,1614.515197756506,1,1597.99,1595.99
2022-09-06 20:00:00,1576.67,1588.91,1555.0,1584.69,66117.6441,1579.88415,1611.674702731961,1,1597.99,1595.99
2022-09-06 22:00:00,1584.69,1586.52,1556.9,1559.01,37206.4606,1579.75195,1606.6590167573029,1,1597.99,1595.99
2022-09-07 00:00:00,1559.01,1568.32,1521.12,1527.0,88326.0116,1579.3013,1599.0724437325437,1,1597.99,1595.99
2022-09-07 02:00:00,1527.0,1529.41,1490.66,1510.37,87365.3635,1578.7194,1590.624591948236,1,1597.99,1595.99
2022-09-07 04:00:00,1510.37,1519.1,1499.29,1516.8,56408.5432,1578.2426500000001,1583.5936784291637,1,1597.99,1595.99
2022-09-07 06:00:00,1516.8,1527.89,1509.53,1518.32,47055.4894,1577.7286500000002,1577.377137626232,0,1597.99,1595.99
2022-09-07 08:00:00,1518.31,1525.26,1515.87,1518.84,36859.6988,1577.21905,1571.8021721378946,0,1597.99,1595.99
2022-09-07 10:00:00,1518.84,1521.0,1503.82,1513.79,38868.9951,1576.6671000000001,1566.2772033627448,0,1597.99,1595.99
2022-09-07 12:00:00,1513.79,1550.0,1500.0,1536.14,98391.8098,1576.23935,1563.4069935186212,0,1597.99,1595.99
2022-09-07 14:00:00,1536.14,1551.0,1530.81,1544.17,57555.8915,1575.8695500000001,1561.5748988977698,0,1597.99,1595.99
2022-09-07 16:00:00,1544.18,1573.45,1536.43,1569.49,58905.489,1575.68815,1562.3287180503746,0,1597.99,1595.99
2022-09-07 18:00:00,1569.48,1581.36,1563.43,1570.15,52966.8235,1575.5641499999997,1563.0736020455872,0,1597.99,1595.99
2022-09-07 20:00:00,1570.14,1654.39,1568.8,1645.74,172470.9148,1575.77265,1570.9465923270568,0,1597.99,1595.99
2022-09-07 22:00:00,1645.74,1657.5,1620.24,1630.0,55816.3941,1576.13955,1576.5707263912093,1,1646.74,1644.74
2022-09-08 00:00:00,1630.0,1637.23,1613.13,1617.17,50725.6308,1576.40555,1580.4373238777996,1,1646.74,1644.74
2022-09-08 02:00:00,1617.17,1633.0,1617.0,1629.79,24761.9408,1576.7156,1585.1375787466236,1,1646.74,1644.74
2022-09-08 04:00:00,1629.78,1647.66,1629.47,1634.83,40801.4706,1577.05565,1589.8701902946032,1,1646.74,1644.74
2022-09-08 06:00:00,1634.82,1638.5,1595.06,1613.55,72678.4868,1577.1744999999999,1592.1254102665625,1,1646.74,1644.74
2022-09-08 08:00:00,1613.54,1626.0,1606.19,1617.92,42752.7699,1577.3926499999998,1594.58203786024,1,1646.74,1644.74
2022-09-08 10:00:00,1617.91,1645.0,1614.69,1635.99,49127.9977,1577.7340000000002,1598.525653302146,1,1646.74,1644.74
2022-09-08 12:00:00,1635.99,1647.3,1597.88,1635.17,130025.1007,1578.05025,1602.0155910829135,1,1646.74,1644.74
2022-09-08 14:00:00,1635.17,1654.99,1616.83,1629.56,82175.2476,1578.07475,1604.6388681226492,1,1646.74,1644.74
2022-09-08 16:00:00,1629.57,1639.41,1609.0,1630.59,59013.4755,1578.1082499999998,1607.1104044919318,1,1646.74,1644.74
2022-09-08 18:00:00,1630.59,1650.0,1624.32,1649.6,31721.7795,1578.3099499999998,1611.1570326355736,1,1646.74,1644.74
2022-09-08 20:00:00,1649.6,1663.56,1630.0,1639.24,36864.2171,1578.65065,1613.8316009560053,1,1646.74,1644.74
2022-09-08 22:00:00,1639.24,1639.7,1626.31,1635.37,24475.8915,1578.8163,1615.88287705544,1,1646.74,1644.74
2022-09-09 00:00:00,1635.37,1647.43,1630.51,1632.38,28231.6196,1578.92285,1617.4540316215932,1,1646.74,1644.74
2022-09-09 02:00:00,1632.39,1676.96,1632.0,1672.96,67296.4638,1579.1852000000001,1622.740314324313,1,1646.74,1644.74
2022-09-09 04:00:00,1672.97,1716.13,1669.75,1707.5,147045.3655,1579.54215,1630.8126653410652,1,1646.74,1644.74
2022-09-09 06:00:00,1707.5,1717.98,1698.59,1704.93,91832.4186,1579.8643,1637.8714591181224,1,1646.74,1644.74
2022-09-09 08:00:00,1704.93,1715.78,1684.4,1694.85,84820.8042,1580.1694999999997,1643.2979868211692,1,1646.74,1644.74
2022-09-09 10:00:00,1694.84,1711.2,1687.8,1700.08,75261.3576,1580.4168,1648.7057976001151,1,1646.74,1644.74
2022-09-09 12:00:00,1700.07,1746.13,1698.61,1721.77,108004.34,1580.78155,1655.6642930667822,1,1646.74,1644.74
2022-09-09 14:00:00,1721.76,1735.03,1717.02,1719.34,60002.6876,1581.0511999999999,1661.7286461080503,1,1646.74,1644.74
2022-09-09 16:00:00,1719.34,1722.88,1696.0,1703.96,60272.8888,1581.45765,1665.750679812051,1,1646.74,1644.74
2022-09-09 18:00:00,1703.97,1726.59,1696.21,1720.08,33718.0457,1581.9858500000003,1670.9249007823382,1,1646.74,1644.74
2022-09-09 20:00:00,1720.07,1729.61,1708.1,1714.13,24793.2585,1582.36765,1675.039672136406,1,1646.74,1644.74
2022-09-09 22:00:00,1714.13,1731.94,1706.82,1718.23,56178.9627,1582.8235,1679.1530366948475,1,1646.74,1644.74
2022-09-10 00:00:00,1718.24,1731.23,1706.03,1724.98,40246.605,1583.2707500000001,1683.5175093905805,1,1646.74,1644.74
2022-09-10 02:00:00,1724.97,1743.56,1719.32,1733.5,33423.8575,1583.68365,1688.2777465914814,1,1646.74,1644.74
2022-09-10 04:00:00,1733.5,1745.46,1728.01,1731.67,34486.4613,1584.09375,1692.4103421542009,1,1646.74,1644.74
2022-09-10 06:00:00,1731.67,1737.67,1708.0,1711.0,33931.8955,1584.23125,1694.180785758564,1,1646.74,1644.74
2022-09-10 08:00:00,1711.0,1723.51,1709.5,1722.53,21924.6055,1584.5022,1696.880710924417,1,1646.74,1644.74
2022-09-10 10:00:00,1722.52,1728.49,1715.0,1723.96,18340.8761,1584.7290500000004,1699.4596908363787,1,1646.74,1644.74
2022-09-10 12:00:00,1723.97,1734.0,1712.53,1716.45,27460.9359,1584.9582999999998,1701.0778155186292,1,1646.74,1644.74
2022-09-10 14:00:00,1716.46,1721.92,1713.0,1715.77,23054.3385,1585.25435,1702.4770711835222,1,1646.74,1644.74
2022-09-10 16:00:00,1715.76,1726.53,1709.49,1722.49,22455.3507,1585.48875,1704.38306440414,1,1646.74,1644.74
2022-09-10 18:00:00,1722.5,1744.2,1722.32,1741.05,37440.4786,1585.84535,1707.875153508509,1,1646.74,1644.74
2022-09-10 20:00:00,1741.04,1778.61,1729.19,1750.7,46192.6296,1586.1953,1711.9537103172236,1,1646.74,1644.74
2022-09-10 22:00:00,1750.69,1789.0,1750.0,1774.12,72088.2124,1586.5213,1717.8743093346327,1,1646.74,1644.74
2022-09-11 00:00:00,1774.12,1779.46,1758.75,1763.56,35701.0826,1586.8134,1722.2253274932405,1,1646.74,1644.74
2022-09-11 02:00:00,1763.58,1769.26,1757.0,1760.87,26189.679,1587.0672,1725.9057724938853,1,1646.74,1644.74
2022-09-11 04:00:00,1760.87,1766.83,1757.54,1764.77,15506.1049,1587.34755,1729.6071274944686,1,1646.74,1644.74
2022-09-11 06:00:00,1764.77,1768.68,1743.67,1761.61,39143.7776,1587.64965,1732.6550201140437,1,1646.74,1644.74
2022-09-11 08:00:00,1761.6,1768.0,1757.27,1759.87,31624.1389,1587.9213499999998,1735.2469229603257,1,1646.74,1644.74
2022-09-11 10:00:00,1759.87,1780.0,1758.0,1770.14,28913.854,1588.23655,1738.5700731545808,1,1646.74,1644.74
2022-09-11 12:00:00,1770.13,1776.83,1761.77,1767.49,28799.9752,1588.5669499999997,1741.3243519017642,1,1646.74,1644.74
2022-09-11 14:00:00,1767.5,1779.0,1753.37,1768.8,36247.9874,1588.9353999999998,1743.9410802920727,1,1646.74,1644.74
2022-09-11 16:00:00,1768.8,1789.0,1766.32,1771.42,34976.067,1589.3697,1746.5581202642566,1,1646.74,1644.74
2022-09-11 18:00:00,1771.41,1776.92,1756.29,1763.55,22260.3613,1589.7517,1748.1763945248038,1,1646.74,1644.74
2022-09-11 20:00:00,1763.55,1768.3,1720.1,1732.8,58150.4009,1590.10975,1746.7119759986317,1,1646.74,1644.74
2022-09-11 22:00:00,1732.8,1767.43,1732.63,1766.11,51774.2975,1590.6375,1748.5594068559053,1,1646.74,1644.74
2022-09-12 00:00:00,1766.12,1783.0,1729.99,1761.61,68759.2698,1591.1424000000002,1749.8023204886763,1,1646.74,1644.74
2022-09-12 02:00:00,1761.61,1766.02,1711.75,1726.8,59191.2017,1591.63075,1747.6116232992783,1,1646.74,1644.74
2022-09-12 04:00:00,1726.81,1732.52,1717.45,1728.8,25111.6355,1591.82235,1745.8200401279184,1,1646.74,1644.74
2022-09-12 06:00:00,1728.8,1761.45,1724.02,1758.6,48777.5125,1592.6477,1747.0371791633547,1,1646.74,1644.74
2022-09-12 08:00:00,1758.61,1765.97,1744.73,1750.86,46604.1229,1593.56075,1747.4012573382734,1,1646.74,1644.74
2022-09-12 10:00:00,1750.86,1760.86,1729.46,1748.92,59086.8058,1594.5064499999999,1747.5458994965331,1,1646.74,1644.74
2022-09-12 12:00:00,1748.92,1753.74,1733.33,1751.51,48941.6665,1595.48415,1747.9234328778155,1,1646.74,1644.74
2022-09-12 14:00:00,1751.5,1754.99,1695.37,1706.4,87234.5322,1596.47525,1743.9688202227856,1,1646.74,1644.74
2022-09-12 16:00:00,1706.38,1729.84,1693.0,1729.08,83183.3685,1597.5736499999998,1742.550837344425,1,1646.74,1644.74
2022-09-12 18:00:00,1729.08,1733.76,1718.09,1726.28,33033.6203,1598.69575,1741.001233787813,1,1646.74,1644.74
2022-09-12 20:00:00,1726.27,1731.15,1703.78,1716.49,34103.5442,1599.8350500000001,1738.6668305699259,1,1646.74,1644.74
2022-09-12 22:00:00,1716.5,1717.34,1701.59,1716.37,36747.3233,1600.8768,1736.5433228965996,1,1646.74,1644.74
2022-09-13 00:00:00,1716.37,1718.31,1675.1,1695.74,68805.7404,1601.8601499999997,1732.6572921445427,1,1646.74,1644.74
2022-09-13 02:00:00,1695.74,1716.34,1680.01,1716.12,42407.8209,1602.91415,1731.0823119403003,1,1646.74,1644.74
2022-09-13 04:00:00,1716.12,1725.05,1709.06,1719.19,34797.13,1604.0101499999998,1729.9497108031287,1,1646.74,1644.74
2022-09-13 06:00:00,1719.19,1731.66,1699.32,1715.99,75065.8717,1605.2404499999998,1728.6202145361642,1,1646.74,1644.74
2022-09-13 08:00:00,1715.99,1725.99,1708.3,1722.06,39741.4274,1606.4869,1727.9954321993869,1,1646.74,1644.74
2022-09-13 10:00:00,1722.06,1746.72,1718.86,1737.63,64325.0848,1607.7769,1728.9130100851596,1,1646.74,1644.74
2022-09-13 12:00:00,1737.64,1760.51,1597.96,1603.57,371457.8071,1608.4809,1716.9755805532393,1,1646.74,1644.74
2022-09-13 14:00:00,1603.58,1613.37,1572.91,1594.45,135028.4949,1608.99785,1705.3064776434069,1,1646.74,1644.74
2022-09-13 16:00:00,1594.44,1632.11,1588.19,1619.35,91083.7685,1609.6241499999999,1697.1201464392727,1,1646.74,1644.74
2022-09-13 18:00:00,1619.36,1622.49,1569.94,1605.25,89399.9036,1610.193,1688.3706086831514,1,1646.74,1644.74
2022-09-13 20:00:00,1605.25,1624.4,1571.19,1596.07,56062.0346,1610.6977,1679.5800745228512,1,1646.74,1644.74
2022-09-13 22:00:00,1596.06,1598.74,1560.54,1574.4,66374.6417,1611.08475,1669.562924568294,1,1646.74,1644.74
2022-09-14 00:00:00,1574.4,1584.16,1552.38,1582.81,60916.7289,1611.5479,1661.3007412760755,1,1646.74,1644.74
2022-09-14 02:00:00,1582.81,1611.65,1581.06,1602.92,58297.202,1612.1338999999998,1655.7406706783543,1,1646.74,1644.74
2022-09-14 04:00:00,1602.91,1623.84,1596.47,1613.29,46337.3891,1612.8319499999998,1651.6977496613679,1,1646.74,1644.74
2022-09-14 06:00:00,1613.3,1618.28,1598.8,1612.14,46587.3859,1613.45845,1647.930344931714,1,1646.74,1644.74
2022-09-14 08:00:00,1612.15,1612.48,1584.35,1605.03,55914.8569,1614.0702,1643.8445977953602,1,1646.74,1644.74
2022-09-14 10:00:00,1605.04,1606.55,1583.2,1595.28,44015.8193,1614.63025,1639.219398005326,1,1646.74,1644.74
2022-09-14 12:00:00,1595.27,1613.41,1586.13,1605.21,105553.0043,1615.27025,1635.9804077191045,1,1646.74,1644.74
2022-09-14 14:00:00,1605.22,1608.65,1587.39,1594.94,85463.6919,1616.11115,1632.071797460142,1,1646.74,1644.74
2022-09-14 16:00:00,1594.94,1602.93,1581.29,1589.3,67864.6483,1616.8587,1627.9982929401285,1,1646.74,1644.74
2022-09-14 18:00:00,1589.31,1600.89,1560.0,1599.81,84169.4637,1617.57335,1625.3136936124974,1,1646.74,1644.74
2022-09-14 20:00:00,1599.82,1621.58,1592.63,1620.36,39878.9434,1618.4723999999999,1624.8419132684503,1,1646.74,1644.74
2022-09-14 22:00:00,1620.36,1647.01,1615.03,1638.39,69563.4056,1619.39065,1626.1322072428836,1,1646.74,1644.74
2022-09-15 00:00:00,1638.4,1655.2,1599.09,1628.91,126766.0089,1620.2776000000001,1626.3967589340375,1,1646.74,1644.74
2022-09-15 02:00:00,1628.91,1628.92,1583.5,1605.53,91346.9648,1621.06005,1624.4094485593673,1,1646.74,1644.74
2022-09-15 04:00:00,1605.53,1621.01,1589.87,1619.99,73525.3034,1621.6798999999999,1623.9885486965704,1,1646.74,1644.74
2022-09-15 06:00:00,1619.99,1655.0,1571.5,1636.65,300880.463,1622.2537,1625.194401201659,1,1646.74,1644.74
2022-09-15 08:00:00,1636.65,1636.66,1583.84,1589.46,113398.5623,1622.4867,1621.7911248967391,0,1646.74,1644.74
2022-09-15 10:00:00,1589.47,1595.19,1574.46,1591.53,77647.6075,1622.78755,1618.9091130018116,0,1646.74,1644.74
2022-09-15 12:00:00,1591.54,1600.0,1570.0,1586.92,71463.6057,1623.0116999999998,1615.862530811163,0,1646.74,1644.74
2022-09-15 14:00:00,1586.91,1591.67,1458.0,1492.94,242417.2526,1622.7174,1604.1556231148618,0,1646.74,1644.74
2022-09-15 16:00:00,1492.95,1519.11,1483.46,1508.08,78225.6766,1622.5996,1595.005563770589,0,1646.74,1644.74
2022-09-15 18:00:00,1508.08,1513.74,1489.71,1497.63,43892.0692,1622.3667500000001,1585.7317005543425,0,1646.74,1644.74
2022-09-15 20:00:00,1497.64,1509.62,1484.05,1490.41,36962.695,1621.9058499999999,1576.653443358691,0,1646.74,1644.74
2022-09-15 22:00:00,1490.42,1490.42,1459.14,1472.75,78973.5957,1621.3347,1566.75787732453,0,1646.74,1644.74
2022-09-16 00:00:00,1472.76,1483.35,1446.7,1471.42,71609.0149,1620.7312000000002,1557.6780794840986,0,1646.74,1644.74
2022-09-16 02:00:00,1471.43,1474.45,1453.56,1473.56,40430.6838,1620.1746000000003,1549.6668338189463,0,1646.74,1644.74
2022-09-16 04:00:00,1473.56,1480.44,1469.16,1472.21,29309.5263,1619.6997999999999,1542.2899925028562,0,1646.74,1644.74
2022-09-16 06:00:00,1472.2,1477.27,1467.19,1471.7,32286.6677,1619.4348499999999,1535.567136074013,0,1646.74,1644.74
2022-09-16 08:00:00,1471.7,1472.12,1442.2,1462.71,76961.7036,1619.30255,1528.6283612098214,0,1646.74,1644.74
2022-09-16 10:00:00,1462.7,1482.18,1458.62,1478.64,46376.1872,1618.9792499999999,1523.867564904124,0,1646.74,1644.74
2022-09-16 12:00:00,1478.64,1478.98,1424.28,1430.72,94337.4724,1618.4461999999999,1514.9963682465884,0,1646.74,1644.74
2022-09-16 14:00:00,1430.72,1459.39,1425.0,1452.31,97097.4335,1618.0848,1509.0262379373894,0,1646.74,1644.74
2022-09-16 16:00:00,1452.31,1452.31,1405.52,1421.39,94652.8279,1617.27625,1500.6799295623998,0,1646.74,1644.74
2022-09-16 18:00:00,1421.4,1438.62,1410.01,1427.6,47542.2497,1616.38155,1493.719936270743,0,1646.74,1644.74
2022-09-16 20:00:00,1427.6,1448.41,1427.35,1439.78,27129.0964,1615.5549,1488.5827994830531,0,1646.74,1644.74
2022-09-16 22:00:00,1439.78,1442.22,1423.04,1433.9,35864.3791,1614.80025,1483.3749138180003,0,1646.74,1644.74
2022-09-17 00:00:00,1433.9,1456.6,1430.81,1445.64,53506.8796,1614.17685,1479.7811125020003,0,1646.74,1644.74
2022-09-17 02:00:00,1445.63,1446.23,1436.72,1440.57,22397.2252,1613.40525,1476.046720835143,0,1646.74,1644.74
2022-09-17 04:00:00,1440.57,1447.92,1425.09,1432.06,39340.1329,1612.61415,1471.8575093270342,0,1646.74,1644.74
2022-09-17 06:00:00,1432.06,1433.61,1425.0,1432.37,31469.6145,1611.9726,1468.0967941530312,0,1646.74,1644.74
2022-09-17 08:00:00,1432.37,1435.32,1430.16,1432.0,21458.9512,1611.40745,1464.6590042336948,0,1646.74,1644.74
2022-09-17 10:00:00,1432.01,1433.14,1416.0,1419.64,29309.7495,1610.629,1460.3714800209618,0,1646.74,1644.74
2022-09-17 12:00:00,1419.64,1428.0,1409.12,1422.8,33776.4775,1609.84595,1456.7932438284893,0,1646.74,1644.74
2022-09-17 14:00:00,1422.8,1450.64,1421.98,1444.34,40165.1301,1609.2971500000003,1455.6072206067283,0,1646.74,1644.74
2022-09-17 16:00:00,1444.34,1475.9,1442.34,1470.54,60962.5341,1608.8519000000001,1457.0293900727543,0,1646.74,1644.74
2022-09-17 18:00:00,1470.54,1476.13,1458.23,1464.66,26237.3575,1608.4256500000001,1457.75611482773,0,1646.74,1644.74
2022-09-17 20:00:00,1464.67,1466.0,1446.52,1452.73,23094.4408,1607.9233500000003,1457.277437225089,0,1646.74,1644.74
2022-09-17 22:00:00,1452.72,1473.29,1450.86,1468.83,39672.8814,1607.5444999999997,1458.3776812988901,0,1646.74,1644.74
2022-09-18 00:00:00,1468.82,1469.63,1449.0,1452.35,34575.4215,1607.05545,1457.8036164132816,0,1646.74,1644.74
2022-09-18 02:00:00,1452.35,1456.75,1446.66,1451.81,17841.0987,1606.4245500000002,1457.2327958024928,0,1646.74,1644.74
2022-09-18 04:00:00,1451.8,1460.51,1448.89,1458.05,18103.2902,1605.8769,1457.310624773684,0,1646.74,1644.74
2022-09-18 06:00:00,1458.05,1459.57,1450.88,1453.45,20746.4464,1605.464,1456.9429462238093,0,1646.74,1644.74
2022-09-18 08:00:00,1453.45,1459.55,1423.16,1424.18,49314.4298,1604.8078,1453.8226656310655,0,1646.74,1644.74
2022-09-18 10:00:00,1424.17,1444.19,1417.38,1434.01,41236.4119,1604.15465,1451.9357450947737,0,1646.74,1644.74
2022-09-18 12:00:00,1434.02,1439.84,1426.0,1435.02,35796.9284,1603.4222,1450.3247217524142,0,1646.74,1644.74
2022-09-18 14:00:00,1435.03,1435.66,1410.1,1417.43,64876.2146,1602.5785500000002,1447.1918911093271,0,1646.74,1644.74
2022-09-18 16:00:00,1417.44,1424.68,1372.33,1377.62,151247.5798,1601.5681,1440.5659967179627,0,1646.74,1644.74
2022-09-18 18:00:00,1377.61,1387.41,1367.0,1380.78,93280.4563,1600.4929000000002,1434.872092268633,0,1646.74,1644.74
2022-09-18 20:00:00,1380.78,1381.62,1325.55,1333.62,132759.3517,1599.2022,1425.2290358620965,0,1646.74,1644.74
2022-09-18 22:00:00,1333.62,1355.49,1325.94,1334.51,144335.8387,1597.9033,1416.589127684754,0,1646.74,1644.74
2022-09-19 00:00:00,1334.51,1354.0,1331.5,1340.53,60018.0016,1596.63605,1409.3454012385869,0,1646.74,1644.74
2022-09-19 02:00:00,1340.53,1341.99,1287.71,1294.55,147089.9299,1595.14065,1398.412505882531,0,1646.74,1644.74
2022-09-19 04:00:00,1294.55,1313.43,1285.0,1296.54,70221.5373,1593.47785,1388.710362465147,0,1646.74,1644.74
2022-09-19 06:00:00,1296.54,1304.68,1280.0,1302.21,105856.1506,1591.8073000000002,1380.4722327065617,0,1646.74,1644.74
2022-09-19 08:00:00,1302.22,1308.55,1289.41,1297.08,63600.7985,1590.3759999999997,1372.5301153059368,0,1646.74,1644.74
2022-09-19 10:00:00,1297.09,1320.04,1295.5,1307.9,73433.4179,1589.10815,1366.3748662291807,0,1646.74,1644.74
2022-09-19 12:00:00,1307.91,1343.16,1306.75,1339.36,96969.2056,1587.9063499999997,1363.8020218264016,0,1646.74,1644.74
2022-09-19 14:00:00,1339.36,1372.33,1331.71,1341.53,124378.9116,1586.7372500000001,1361.680876890554,0,1646.74,1644.74
2022-09-19 16:00:00,1341.52,1353.88,1321.84,1328.49,63988.7661,1585.51285,1358.5198409962154,0,1646.74,1644.74
2022-09-19 18:00:00,1328.48,1367.46,1323.29,1362.37,71321.0813,1584.5169999999998,1358.8865228060997,0,1646.74,1644.74
2022-09-19 20:00:00,1362.38,1393.35,1356.62,1377.82,51675.5705,1583.5513,1360.6897111102805,0,1646.74,1644.74
2022-09-19 22:00:00,1377.82,1392.19,1373.43,1375.98,46301.8271,1582.71085,1362.1459290997775,0,1646.74,1644.74
2022-09-20 00:00:00,1375.98,1384.78,1357.08,1365.81,46362.9405,1581.7815,1362.494888233132,0,1646.74,1644.74
2022-09-20 02:00:00,1365.81,1369.39,1342.24,1355.0,45305.0452,1580.8131999999998,1361.781089353786,0,1646.74,1644.74
2022-09-20 04:00:00,1355.01,1369.72,1352.11,1357.39,30836.9013,1579.792,1361.362890367711,0,1646.74,1644.74
2022-09-20 06:00:00,1357.39,1378.51,1351.07,1358.54,57120.7254,1578.8434999999997,1361.0940436660242,0,1646.74,1644.74
2022-09-20 08:00:00,1358.55,1366.74,1345.14,1352.57,43821.7576,1577.8373499999998,1360.2822299835457,0,1646.74,1644.74
2022-09-20 10:00:00,1352.57,1365.27,1346.43,1356.26,38918.6448,1576.8720999999998,1359.8991604613032,0,1646.74,1644.74
2022-09-20 12:00:00,1356.25,1357.5,1329.01,1343.84,82716.4758,1575.83075,1358.3697166078457,0,1646.74,1644.74
2022-09-20 14:00:00,1343.85,1381.56,1335.43,1377.18,88101.6364,1574.9293499999999,1360.1611721690033,0,1646.74,1644.74
2022-09-20 16:00:00,1377.17,1384.1,1332.29,1335.43,78519.1202,1573.83105,1357.805822438622,0,1646.74,1644.74
2022-09-20 18:00:00,1335.44,1357.55,1331.92,1352.1,59613.264,1572.8307499999999,1357.262410777801,0,1646.74,1644.74
2022-09-20 20:00:00,1352.09,1356.36,1317.95,1317.96,37640.7844,1571.65745,1353.5193240370581,0,1646.74,1644.74
2022-09-20 22:00:00,1318.02,1332.29,1312.71,1322.93,49069.8509,1570.5448999999999,1350.6060550811478,0,1646.74,1644.74
2022-09-21 00:00:00,1322.94,1336.73,1317.52,1329.42,37456.0859,1569.42905,1348.58833554961,0,1646.74,1644.74
2022-09-21 02:00:00,1329.42,1345.96,1329.06,1337.21,26896.4309,1568.29235,1347.504684544885,0,1646.74,1644.74
2022-09-21 04:00:00,1337.21,1344.8,1330.1,1331.47,28834.8612,1567.2047,1345.9775717310865,0,1646.74,1644.74
